id,ICAO,type,name,Weight,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,Alaska Airlines,American Airlines,Allegiant Air,Frontier Airlines,JetBlue Airways,Delta Air Lines,United Airlines,SkyWest Airlines,Southwest Airlines,Hawaiian Airlines,airline_count
3772,KPHX,large_airport,Phoenix Sky Harbor International Airport,Hub,33.43429946899414,-112.01200103759766,1135.0,,US,US-AZ,Phoenix,Y,N,N,Y,Y,Y,Y,Y,Y,Y,8
3778,KPIT,large_airport,Pittsburgh International Airport,Focus,40.49150085,-80.23290253,1203.0,,US,US-PA,Pittsburgh,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,9
3768,KPDX,large_airport,Portland International Airport,Hub,45.58869934,-122.59799960000001,31.0,,US,US-OR,Portland,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,9
3844,KRDU,large_airport,Raleigh Durham International Airport,Focus,35.877601623535156,-78.7874984741211,435.0,,US,US-NC,Raleigh/Durham,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,9
3887,KSLC,large_airport,Salt Lake City International Airport,Hub,40.78839874267578,-111.97799682617188,4227.0,,US,US-UT,Salt Lake City,Y,Y,N,Y,Y,Y,Y,Y,Y,N,8
3862,KSAN,large_airport,San Diego International Airport,Focus,32.7336006165,-117.190002441,17.0,,US,US-CA,San Diego,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,10
3878,KSFO,large_airport,San Francisco International Airport,Hub,37.61899948120117,-122.375,13.0,,US,US-CA,San Francisco,Y,Y,N,Y,Y,Y,Y,Y,Y,N,8
3883,KSJC,large_airport,Norman Y. Mineta San Jose International Airport,Focus,37.362598,-121.929001,62.0,,US,US-CA,San Jose,Y,N,N,Y,Y,Y,Y,Y,Y,Y,8
3875,KSEA,large_airport,Seattle Tacoma International Airport,Hub,47.449001,-122.308998,433.0,,US,US-WA,Seattle,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,9
3483,KDCA,large_airport,Ronald Reagan Washington National Airport,Hub,38.8521,-77.037697,15.0,,US,US-DC,Washington,Y,N,N,Y,Y,Y,Y,Y,Y,N,7
3602,KIAD,large_airport,Washington Dulles International Airport,Hub,38.94449997,-77.45580292,312.0,,US,US-DC,Washington,Y,Y,N,Y,N,Y,Y,Y,Y,N,7
3457,KCLT,large_airport,Charlotte Douglas International Airport,Hub,35.2140007019043,-80.94309997558594,748.0,,US,US-NC,Charlotte,N,Y,N,Y,Y,Y,Y,Y,Y,N,7
3471,KCVG,large_airport,Cincinnati Northern Kentucky International Airport,Focus,39.0488014221,-84.6678009033,896.0,,US,US-KY,Cincinnati,N,Y,Y,Y,N,Y,Y,Y,Y,N,7
3454,KCLE,large_airport,Cleveland Hopkins International Airport,Focus,41.411701202399996,-81.8498001099,791.0,,US,US-OH,Cleveland,N,Y,Y,Y,Y,Y,Y,Y,Y,N,8
3938,KTYS,large_airport,McGhee Tyson Airport,Focus,35.81100082,-83.99400329999999,981.0,,US,US-TN,Knoxville,N,Y,Y,Y,N,Y,Y,Y,N,N,6
3588,KHOU,large_airport,William P Hobby Airport,Hub,29.64539909,-95.27890015,46.0,,US,US-TX,Houston,N,Y,Y,N,N,Y,N,N,Y,N,4
3387,KAVL,large_airport,Asheville Regional Airport,Focus,35.43619918823242,-82.54180145263672,2165.0,,US,US-NC,Asheville,N,N,Y,N,N,Y,N,Y,N,N,3
3673,KMDW,large_airport,Chicago Midway International Airport,Hub,41.785999,-87.752403,620.0,,US,US-IL,Chicago,N,N,Y,N,N,Y,N,Y,Y,N,4
3948,KVPS,large_airport,Destin-Ft Walton Beach Airport,Focus,30.4832,-86.525398,87.0,,US,US-FL,Valparaiso,N,N,Y,N,N,N,N,N,N,N,1
3566,KGRR,medium_airport,Gerald R. Ford International Airport,Focus,42.88079834,-85.52279663,794.0,,US,US-MI,Grand Rapids,N,N,Y,Y,N,Y,Y,Y,Y,N,6
3717,KMYR,medium_airport,Myrtle Beach International Airport,Focus,33.6796989441,-78.9282989502,25.0,,US,US-SC,Myrtle Beach,N,N,Y,Y,N,Y,Y,N,N,N,4
3775,KPIE,medium_airport,St Petersburg Clearwater International Airport,Focus,27.91020012,-82.68740082,11.0,,US,US-FL,St Petersburg-Clearwater,N,N,Y,N,N,N,N,N,N,N,1
20822,KPGD,small_airport,Charlotte County Airport,Focus,26.92020035,-81.99050140000001,26.0,,US,US-FL,Punta Gorda,N,N,Y,N,N,N,N,N,N,N,1
6384,TJSJ,large_airport,Luis Munoz Marin International Airport,Focus,18.4393997192,-66.0018005371,9.0,,PR,PR-U-A,San Juan,N,N,Y,Y,Y,Y,Y,N,Y,N,6
3685,KMIA,large_airport,Miami International Airport,Hub,25.79319953918457,-80.29060363769531,8.0,,US,US-FL,Miami,N,N,N,Y,N,Y,Y,N,N,N,3
3643,KLGA,large_airport,La Guardia Airport,Hub,40.77719879,-73.87259674,21.0,,US,US-NY,New York,N,N,N,Y,Y,Y,Y,Y,Y,N,6
3929,KTTN,medium_airport,Trenton Mercer Airport,Focus,40.27669906616211,-74.8134994506836,213.0,,US,US-NJ,Trenton,N,N,N,Y,N,N,N,N,N,N,1
3644,KLGB,medium_airport,Long Beach /Daugherty Field/ Airport,Focus,33.81769943,-118.15200039999999,60.0,,US,US-CA,Long Beach,N,N,N,N,Y,Y,N,Y,Y,Y,5
5433,PGUM,large_airport,Antonio B. Won Pat International Airport,Hub,13.4834003448,144.796005249,298.0,OC,GU,GU-U-A,"Hagåtña, Guam International Airport",N,N,N,N,N,N,Y,N,N,N,1
123,BIKF,large_airport,Keflavik International Airport,,63.985001000000004,-22.6056,171.0,EU,IS,IS-2,Reykjavík,N,N,N,N,N,Y,Y,N,N,N,2
1321,CNM2,small_airport,Melbourne Airport,,42.82419967651367,-81.54859924316406,735.0,,CA,CA-ON,Melbourne,N,N,N,N,N,N,Y,N,N,N,1
1717,CYEG,large_airport,Edmonton International Airport,,53.309700012200004,-113.580001831,2373.0,,CA,CA-AB,Edmonton,N,N,N,N,N,Y,Y,Y,N,N,3
1840,CYOW,large_airport,Ottawa Macdonald-Cartier International Airport,,45.3224983215332,-75.66919708251953,374.0,,CA,CA-ON,Ottawa,N,N,N,N,N,N,N,Y,N,N,1
1928,CYUL,large_airport,Montreal / Pierre Elliott Trudeau International Airport,,45.4706001282,-73.7407989502,118.0,,CA,CA-QC,Montréal,N,N,N,N,N,Y,N,Y,N,N,2
1941,CYVR,large_airport,Vancouver International Airport,,49.193901061999995,-123.183998108,14.0,,CA,CA-BC,Vancouver,Y,Y,N,N,N,Y,Y,Y,N,N,5
1946,CYWG,large_airport,Winnipeg / James Armstrong Richardson International Airport,,49.909999847399995,-97.2398986816,783.0,,CA,CA-MB,Winnipeg,N,N,N,N,N,Y,N,Y,N,N,2
1957,CYXE,medium_airport,Saskatoon John G. Diefenbaker International Airport,,52.170799255371094,-106.6999969482422,1653.0,,CA,CA-SK,Saskatoon,N,N,N,N,N,Y,N,Y,N,N,2
1973,CYYC,large_airport,Calgary International Airport,,51.113899231000005,-114.019996643,3557.0,,CA,CA-AB,Calgary,Y,Y,N,Y,N,Y,Y,Y,N,N,6
1979,CYYJ,large_airport,Victoria International Airport,,48.646900177,-123.426002502,63.0,,CA,CA-BC,Victoria,N,N,N,N,N,N,N,Y,N,N,1
1990,CYYZ,large_airport,Lester B. Pearson International Airport,,43.6772003174,-79.63059997559999,569.0,,CA,CA-ON,Toronto,N,N,N,N,N,Y,Y,Y,N,N,3
2090,DGAA,large_airport,Kotoka International Airport,,5.605189800262451,-0.16678600013256073,205.0,AF,GH,GH-AA,Accra,N,N,N,N,N,Y,N,N,N,N,1
2118,DNMM,large_airport,Murtala Muhammed International Airport,,6.5773701667785645,3.321160078048706,135.0,AF,NG,NG-LA,Lagos,N,N,N,N,N,Y,N,N,N,N,1
2155,EBBR,large_airport,Brussels Airport,,50.9014015198,4.48443984985,184.0,EU,BE,BE-BRU,Brussels,N,N,N,N,N,Y,Y,N,N,N,2
2212,EDDF,large_airport,Frankfurt am Main Airport,,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,N,N,N,N,N,N,Y,N,N,N,1
2214,EDDH,large_airport,Hamburg Airport,,53.630401611328004,9.988229751586902,53.0,EU,DE,DE-HH,Hamburg,N,N,N,N,N,Y,N,N,N,N,1
2217,EDDL,large_airport,Düsseldorf Airport,,51.289501,6.766780000000001,147.0,EU,DE,DE-NW,Düsseldorf,N,N,N,N,N,Y,N,N,N,N,1
2218,EDDM,large_airport,Munich Airport,,48.353802,11.7861,1487.0,EU,DE,DE-BY,Munich,N,Y,N,N,N,Y,Y,N,N,N,3
2222,EDDS,large_airport,Stuttgart Airport,,48.6898994446,9.22196006775,1276.0,EU,DE,DE-BW,Stuttgart,N,N,N,N,N,Y,N,N,N,N,1
2223,EDDT,large_airport,Berlin-Tegel Airport,,52.5597,13.2877,122.0,EU,DE,DE-BE,Berlin,N,Y,N,N,N,Y,Y,N,N,N,3
2398,EGCC,large_airport,Manchester Airport,,53.35369873046875,-2.2749500274658203,257.0,EU,GB,GB-ENG,Manchester,N,Y,N,N,N,Y,Y,N,N,N,3
2429,EGKK,large_airport,London Gatwick Airport,,51.148102,-0.190278,202.0,EU,GB,GB-ENG,London,N,N,N,N,N,Y,N,N,N,N,1
2434,EGLL,large_airport,London Heathrow Airport,,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,N,N,N,N,N,Y,Y,N,N,N,2
2461,EGPF,large_airport,Glasgow International Airport,,55.871899,-4.43306,26.0,EU,GB,GB-SCT,Glasgow,N,N,N,N,N,Y,Y,N,N,N,2
2462,EGPH,large_airport,Edinburgh Airport,,55.95000076293945,-3.372499942779541,135.0,EU,GB,GB-SCT,Edinburgh,N,Y,N,N,N,Y,Y,N,N,N,3
2513,EHAM,large_airport,Amsterdam Airport Schiphol,,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,N,Y,N,N,N,Y,Y,N,N,N,3
2533,EIDW,large_airport,Dublin Airport,,53.421299,-6.27007,242.0,EU,IE,IE-D,Dublin,N,Y,N,N,N,Y,Y,N,N,N,3
2537,EINN,large_airport,Shannon Airport,,52.702,-8.92482,46.0,EU,IE,IE-CE,Shannon,N,Y,N,N,N,Y,Y,N,N,N,3
2542,EKCH,large_airport,Copenhagen Kastrup Airport,,55.617900848389,12.656000137328999,17.0,EU,DK,DK-84,Copenhagen,N,N,N,N,N,Y,N,N,N,N,1
2701,ESSA,large_airport,Stockholm-Arlanda Airport,,59.651901245116996,17.918600082397,137.0,EU,SE,SE-AB,Stockholm,N,N,N,N,N,N,Y,N,N,N,1
2775,FACT,large_airport,Cape Town International Airport,,-33.9648017883,18.6016998291,151.0,AF,ZA,ZA-WC,Cape Town,N,N,N,N,N,N,Y,N,N,N,1
31055,FAOR,large_airport,OR Tambo International Airport,,-26.1392,28.246,5558.0,AF,ZA,ZA-GT,Johannesburg,N,N,N,N,N,Y,N,N,N,N,1
325736,GOBD,large_airport,Blaise Diagne International Airport,,14.67,-17.073332999999998,290.0,AF,SN,SN-DK,Dakar,N,N,N,N,N,Y,N,N,N,N,1
3356,KABE,medium_airport,Lehigh Valley International Airport,,40.652099609375,-75.44080352783203,393.0,,US,US-PA,Allentown,N,N,Y,N,N,Y,N,Y,N,N,3
16091,KABQ,large_airport,Albuquerque International Sunport,,35.040199,-106.609001,5355.0,,US,US-NM,Albuquerque,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,9
3358,KABR,medium_airport,Aberdeen Regional Airport,,45.44910049438477,-98.42179870605469,1302.0,,US,US-SD,Aberdeen,N,N,N,N,N,N,N,Y,N,N,1
3359,KABY,medium_airport,Southwest Georgia Regional Airport,,31.535499572753906,-84.19450378417969,197.0,,US,US-GA,Albany,N,N,N,N,N,N,N,Y,N,N,1
3360,KACK,medium_airport,Nantucket Memorial Airport,,41.25310135,-70.06020355,47.0,,US,US-MA,Nantucket,N,N,N,N,Y,N,N,N,N,N,1
3362,KACV,medium_airport,California Redwood Coast-Humboldt County Airport,,40.978101,-124.109,221.0,,US,US-CA,Arcata/Eureka,N,N,N,N,N,N,N,Y,N,N,1
3365,KAEX,medium_airport,Alexandria International Airport,,31.32740020751953,-92.54979705810548,89.0,,US,US-LA,Alexandria,N,N,N,N,N,N,N,Y,N,N,1
3368,KAGS,large_airport,Augusta Regional At Bush Field,,33.36989974975586,-81.9645004272461,144.0,,US,US-GA,Augusta,N,N,N,N,N,Y,N,Y,N,N,2
3371,KALB,medium_airport,Albany International Airport,,42.74829864501953,-73.80169677734375,285.0,,US,US-NY,Albany,N,Y,Y,Y,Y,Y,Y,Y,Y,N,8
3377,KAMA,large_airport,Rick Husband Amarillo International Airport,,35.219398,-101.706001,3607.0,,US,US-TX,Amarillo,N,N,N,N,N,N,N,N,Y,N,1
3382,KAPN,medium_airport,Alpena County Regional Airport,,45.07809829999999,-83.56030273,690.0,,US,US-MI,Alpena,N,N,N,N,N,N,N,Y,N,N,1
19308,KASE,medium_airport,Aspen-Pitkin Co/Sardy Field,,39.22320175,-106.8690033,7820.0,,US,US-CO,Aspen,N,N,N,N,N,N,N,Y,N,N,1
19320,KATW,small_airport,Appleton International Airport,,44.258098602299995,-88.51909637450001,918.0,,US,US-WI,Appleton,N,N,Y,N,N,Y,N,Y,N,N,3
3386,KAUS,large_airport,Austin Bergstrom International Airport,,30.194499969482425,-97.6698989868164,542.0,,US,US-TX,Austin,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,9
3388,KAVP,medium_airport,Wilkes Barre Scranton International Airport,,41.338500976599995,-75.72339630130001,962.0,,US,US-PA,Wilkes-Barre/Scranton,N,N,N,N,N,Y,N,Y,N,N,2
3390,KAZO,medium_airport,Kalamazoo Battle Creek International Airport,,42.234901428222656,-85.5521011352539,874.0,,US,US-MI,Kalamazoo,N,N,N,N,N,N,N,Y,N,N,1
3396,KBDL,large_airport,Bradley International Airport,,41.9388999939,-72.68319702149999,173.0,,US,US-CT,Hartford,N,Y,N,Y,Y,Y,Y,Y,Y,N,7
3400,KBFF,medium_airport,Western Neb. Rgnl/William B. Heilig Airport,,41.87400055,-103.5960007,3967.0,,US,US-NE,Scottsbluff,N,N,N,N,N,N,N,Y,N,N,1
3402,KBFL,medium_airport,Meadows Field,,35.43360138,-119.0569992,510.0,,US,US-CA,Bakersfield,N,N,N,N,N,N,N,Y,N,N,1
3403,KBFM,medium_airport,Mobile Downtown Airport,,30.626800537100006,-88.06809997559998,26.0,,US,US-AL,Mobile,N,N,N,Y,N,N,N,N,N,N,1
3405,KBGR,large_airport,Bangor International Airport,,44.80739974975586,-68.82810211181639,192.0,,US,US-ME,Bangor,N,N,Y,N,N,N,N,Y,N,N,2
3406,KBHM,large_airport,Birmingham-Shuttlesworth International Airport,,33.56290054,-86.75350189,650.0,,US,US-AL,Birmingham,N,N,N,N,N,Y,N,Y,Y,N,3
3408,KBIL,large_airport,Billings Logan International Airport,,45.807701110839844,-108.54299926757812,3652.0,,US,US-MT,Billings,N,N,Y,Y,N,Y,Y,Y,N,N,5
3409,KBIS,medium_airport,Bismarck Municipal Airport,,46.77270126342773,-100.74600219726562,1661.0,,US,US-ND,Bismarck,N,Y,Y,Y,N,Y,Y,Y,N,N,6
19380,KBJI,medium_airport,Bemidji Regional Airport,,47.50939941,-94.93370056,1391.0,,US,US-MN,Bemidji,N,N,N,N,N,N,N,Y,N,N,1
3417,KBLV,large_airport,Scott AFB/Midamerica Airport,,38.5452,-89.835197,459.0,,US,US-IL,Belleville,N,N,Y,N,N,N,N,N,N,N,1
3419,KBMI,large_airport,Central Illinois Regional Airport at Bloomington-Normal,,40.47710037,-88.91590118,871.0,,US,US-IL,Bloomington/Normal,N,N,Y,Y,N,N,N,Y,N,N,3
3420,KBNA,large_airport,Nashville International Airport,,36.1245002746582,-86.6781997680664,599.0,,US,US-TN,Nashville,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,9
3421,KBOI,large_airport,Boise Air Terminal/Gowen Field,,43.5644,-116.223,2871.0,,US,US-ID,Boise,Y,N,Y,Y,N,Y,Y,Y,Y,N,7
19406,KBRD,medium_airport,Brainerd Lakes Regional Airport,,46.39830017,-94.13809967,1232.0,,US,US-MN,Brainerd,N,N,N,N,N,N,N,Y,N,N,1
3426,KBRO,medium_airport,Brownsville South Padre Island International Airport,,25.90679931640625,-97.4259033203125,22.0,,US,US-TX,Brownsville,N,N,N,N,N,N,N,Y,N,N,1
3428,KBTM,medium_airport,Bert Mooney Airport,,45.95479965209961,-112.49700164794922,5550.0,,US,US-MT,Butte,N,N,N,N,N,N,N,Y,N,N,1
3429,KBTR,medium_airport,Baton Rouge Metropolitan Airport,,30.533199,-91.149597,70.0,,US,US-LA,Baton Rouge,N,Y,N,N,N,Y,N,Y,N,N,3
3430,KBTV,medium_airport,Burlington International Airport,,44.471900939899996,-73.15329742429998,335.0,,US,US-VT,Burlington,N,N,N,Y,Y,Y,Y,N,N,N,4
3431,KBUF,large_airport,Buffalo Niagara International Airport,,42.94049835,-78.73220062,728.0,,US,US-NY,Buffalo,N,Y,N,Y,Y,Y,Y,Y,Y,N,7
3432,KBUR,medium_airport,Bob Hope Airport,,34.200698852539055,-118.35900115966795,778.0,,US,US-CA,Burbank,Y,N,N,N,Y,Y,Y,Y,Y,N,6
3437,KBZN,medium_airport,Gallatin Field,,45.77750015,-111.15299990000001,4473.0,,US,US-MT,Bozeman,Y,N,Y,Y,Y,Y,Y,Y,N,N,7
3438,KCAE,large_airport,Columbia Metropolitan Airport,,33.93880081176758,-81.11949920654297,236.0,,US,US-SC,Columbia,N,N,N,N,N,Y,N,Y,N,N,2
3439,KCAK,medium_airport,Akron Canton Regional Airport,,40.916099548339844,-81.44219970703125,1228.0,,US,US-OH,Akron,N,Y,N,N,N,Y,N,Y,N,N,3
3442,KCDC,medium_airport,Cedar City Regional Airport,,37.70100021362305,-113.0989990234375,5622.0,,US,US-UT,Cedar City,N,N,N,N,N,N,N,Y,N,N,1
3447,KCGI,medium_airport,Cape Girardeau Regional Airport,,37.22529983520508,-89.57080078125,342.0,,US,US-MO,Cape Girardeau,N,N,N,N,N,N,N,Y,N,N,1
3448,KCHA,large_airport,Lovell Field,,35.03530120849609,-85.20379638671875,683.0,,US,US-TN,Chattanooga,N,N,Y,N,N,Y,N,Y,N,N,3
3449,KCHO,medium_airport,Charlottesville Albemarle Airport,,38.13859939575195,-78.4529037475586,639.0,,US,US-VA,Charlottesville,N,N,N,N,N,Y,N,N,N,N,1
3450,KCHS,large_airport,Charleston Air Force Base-International Airport,,32.89860153,-80.04049683,46.0,,US,US-SC,Charleston,Y,N,Y,Y,Y,Y,Y,Y,Y,N,8
3451,KCID,large_airport,The Eastern Iowa Airport,,41.88470077514648,-91.71080017089844,869.0,,US,US-IA,Cedar Rapids,N,N,Y,Y,N,Y,Y,Y,N,N,5
3452,KCIU,medium_airport,Chippewa County International Airport,,46.25080108642578,-84.47239685058594,800.0,,US,US-MI,Sault Ste Marie,N,N,N,N,N,N,N,Y,N,N,1
3453,KCKB,medium_airport,North Central West Virginia Airport,,39.2966003418,-80.2281036377,1217.0,,US,US-WV,Clarksburg,N,N,Y,N,N,N,N,Y,N,N,2
3455,KCLL,medium_airport,Easterwood Field,,30.58860016,-96.36380005,320.0,,US,US-TX,College Station,N,N,N,N,N,N,N,Y,N,N,1
3458,KCMH,large_airport,John Glenn Columbus International Airport,,39.998001,-82.891899,815.0,,US,US-OH,Columbus,Y,Y,N,Y,N,Y,Y,Y,Y,N,7
3460,KCMX,medium_airport,Houghton County Memorial Airport,,47.16839981079102,-88.48909759521484,1095.0,,US,US-MI,Hancock,N,N,N,N,N,N,N,Y,N,N,1
19529,KCNY,small_airport,Canyonlands Field,,38.75500107,-109.7549973,4557.0,,US,US-UT,Moab,N,N,N,N,N,N,N,Y,N,N,1
19530,KCOD,medium_airport,Yellowstone Regional Airport,,44.520198822,-109.024002075,5102.0,,US,US-WY,Cody,N,N,N,N,N,N,N,Y,N,N,1
3463,KCOS,large_airport,City of Colorado Springs Municipal Airport,,38.805801,-104.70099599999999,6187.0,,US,US-CO,Colorado Springs,N,N,N,Y,N,Y,Y,Y,N,N,4
3464,KCOU,medium_airport,Columbia Regional Airport,,38.8181,-92.219597,889.0,,US,US-MO,Columbia,N,N,N,N,N,N,N,Y,N,N,1
3465,KCPR,medium_airport,Casper-Natrona County International Airport,,42.908001,-106.46399699999999,5350.0,,US,US-WY,Casper,N,N,N,N,N,N,N,Y,N,N,1
3466,KCRP,large_airport,Corpus Christi International Airport,,27.77039909362793,-97.5011978149414,44.0,,US,US-TX,Corpus Christi,N,N,N,N,N,N,N,N,Y,N,1
3467,KCRW,large_airport,Yeager Airport,,38.37310028076172,-81.59320068359375,981.0,,US,US-WV,Charleston,N,N,N,N,N,Y,N,Y,N,N,2
3468,KCSG,medium_airport,Columbus Metropolitan Airport,,32.516300201416016,-84.93890380859375,397.0,,US,US-GA,Columbus,N,N,N,N,N,N,N,Y,N,N,1
19571,KCWA,medium_airport,Central Wisconsin Airport,,44.7775993347,-89.6668014526,1277.0,,US,US-WI,Mosinee,N,N,N,N,N,N,N,Y,N,N,1
3478,KDAB,large_airport,Daytona Beach International Airport,,29.179899,-81.058098,34.0,,US,US-FL,Daytona Beach,N,N,N,N,N,Y,N,N,N,N,1
3481,KDAY,large_airport,James M Cox Dayton International Airport,,39.90240097045898,-84.21939849853516,1009.0,,US,US-OH,Dayton,N,N,Y,N,N,Y,N,Y,N,N,3
3489,KDHN,medium_airport,Dothan Regional Airport,,31.3213005065918,-85.44960021972656,401.0,,US,US-AL,Dothan,N,N,N,N,N,N,N,Y,N,N,1
3491,KDLH,large_airport,Duluth International Airport,,46.8420982361,-92.19360351559999,1428.0,,US,US-MN,Duluth,N,N,N,N,N,N,N,Y,N,N,1
19654,KDRO,small_airport,Durango La Plata County Airport,,37.1515007019,-107.75399780299999,6685.0,,US,US-CO,Durango,N,N,N,N,N,N,N,Y,N,N,1
3496,KDSM,large_airport,Des Moines International Airport,,41.53400039672852,-93.66310119628906,958.0,,US,US-IA,Des Moines,N,Y,Y,Y,N,Y,Y,Y,Y,N,7
19668,KDVL,small_airport,Devils Lake Regional Airport,,48.11420059,-98.90879822,1456.0,,US,US-ND,Devils Lake,N,N,N,N,N,N,N,Y,N,N,1
3501,KEAU,medium_airport,Chippewa Valley Regional Airport,,44.86579895019531,-91.48429870605469,913.0,,US,US-WI,Eau Claire,N,N,N,N,N,N,N,Y,N,N,1
46530,KECP,medium_airport,Northwest Florida Beaches International Airport,,30.357105999999998,-85.79541400000001,69.0,,US,US-FL,Panama City Beach,N,N,N,N,N,Y,N,N,Y,N,2
3505,KEGE,medium_airport,Eagle County Regional Airport,,39.64260101,-106.9179993,6548.0,,US,US-CO,Eagle,N,Y,N,N,N,N,Y,Y,N,N,3
3508,KEKO,medium_airport,Elko Regional Airport,,40.82490158081055,-115.79199981689452,5140.0,,US,US-NV,Elko,N,N,N,N,N,N,N,Y,N,N,1
3510,KELM,medium_airport,Elmira Corning Regional Airport,,42.1599006652832,-76.8916015625,954.0,,US,US-NY,Elmira/Corning,N,N,Y,N,N,N,N,N,N,N,1
